품목분류(HS),HSK품목명,HSK영문명,통제번호
7419802000,구리로 만든 스프링,Copper springs,1C005.
8544499090,기타,Other,1C005.
7419200000,주조ㆍ주형ㆍ압착ㆍ단조(鍛造)된 것(이보다 더 가공하지 않은 것으로 한정한다),"Cast, moulded, stamped or forged, but not further worked",1C005.
7504001000,가루,Powders,1C005.
7419809000,기타,Other,1C005.
7806003010,봉,Bars and rods,1C005.
7407292010,구리-니켈 합금으로 만든 것(백동),Of copper-nickel base alloys (cupro-nickel),1C005.
7605290000,기타,Other,1C005.
7222200000,봉[냉간(冷間)성형이나 냉간(冷間)처리보다 더 가공하지 않은 것으로 한정한다],"Bars and rods, not further worked than cold-formed or cold-finished",1C005.
7407210000,구리-아연 합금으로 만든 것(황동),Of copper-zinc base alloys (brass),1C005.
7222200000,봉[냉간(冷間)성형이나 냉간(冷間)처리보다 더 가공하지 않은 것으로 한정한다],"Bars and rods, not further worked than cold-formed or cold-finished",1C005.
7806009000,기타,Other,1C005.
7228500000,그 밖의 봉[냉간(冷間)성형이나 냉간(冷間)처리보다 더 가공하지 않은 것으로 한정한다],"Other bars and rods, not further worked than cold-formed or cold-finished",1C005.
8105900000,기타,Other,1C005.
7419801010,클로스(cloth),Cloth,1C005.
7806003030,선(線),Wire,1C005.
5501190000,기타,Other,1C005.b.
5503110000,아라미드(aramid)의 것,Of aramids,1C005.b.
5501110000,아라미드의 것,Of aramids,1C005.b.
5503110000,아라미드(aramid)의 것,Of aramids,1C005.c.
5501190000,기타,Other,1C005.c.
5501110000,아라미드의 것,Of aramids,1C005.c.
2903610000,브롬화메틸(브로모메탄),Methyl bromide (bromomethane),1C006.
2903790000,기타,Other,1C006.
2903891000,Hexabromocyclododecanes (HBCDs),헥사브로모사이클로도데칸(HBCDs),1C006.
2921199090,기타,Other,1C006.
2903899000,Other,기타,1C006.
3904699000,기타,Other,1C006.
3403191000,조제 절삭유,Cutting oil preparations,1C006.
2921199090,기타,Other,1C006.
3403191000,조제 절삭유,Cutting oil preparations,1C006.
2903690000,기타,Other,1C006.
3904699000,기타,Other,1C006.
3404901090,기타,Other,1C006.
3403999000,기타,Other,1C006.
3904691000,폴리비닐리덴 플루오라이드[이차전지 제조용으로 한정한다],Polyvinylidene fluoride for manufacturing secondary batteries,1C006.
2903899000,Other,기타,1C006.
2930907090,기타,Other,1C006.b.
2930905080,기타,Other,1C006.b.
2909309090,기타,Other,1C006.b.
2930907090,기타,Other,1C006.b.
3824993990,기타,Other,1C006.b.
2930905080,기타,Other,1C006.b.
2930906010,티오알코올,Thioalcohols,1C006.b.
3910009090,기타,Other,1C006.b.
2930907020,티오아닐린,Thioaniline,1C006.b.
2930906090,기타,Other,1C006.b.
2909302000,아네톨,Anethole,1C006.b.
3827310000,소호 제2903.41호부터 제2903.48호까지의 물질을 함유한 것,Containing substances of subheadings 2903.41 to 2903.48,1C006.c.
3827200000,브로모클로로디플루오로메탄(Halon-1211)ㆍ브로모트리플루오로메탄(Halon-1301)ㆍ디브로모테트라플루오로에탄(Halon-2402)을 함유하는 것,"Containing bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) or dibromotetrafluoroethanes (Halon-2402)",1C006.c.
3824993990,기타,Other,1C006.c.
3827900000,기타,Other,1C006.d.
3403199000,기타,Other,1C006.d.
3824999090,기타,Other,1C006.d.
3824993990,기타,Other,1C006.d.
2921199090,기타,Other,1C006.d.
2850005000,붕화물,Borides,1C007.
6913100000,자기제의 것,Of porcelain or china,1C007.
6914909000,기타,Other,1C007.
6909120000,모스 경도가 9 이상인 물품,Articles having a hardness equivalent to 9 or more on the Mohs scale,1C007.
6914909000,기타,Other,1C007.
6911900000,기타,Other,1C007.
6909900000,기타,Other,1C007.
2849909090,기타,Other,1C007.
2850002000,질화물,Nitrides,1C007.
2850001000,수소화물,Hydrides,1C007.
8113000000,서멧(cermet)과 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다],"Cermets and articles thereof, including waste and scrap.",1C007.
6909190000,기타,Other,1C007.
6815990000,기타,Other,1C007.
3910009090,기타,Other,1C007.
2850001000,수소화물,Hydrides,1C007.
7019662000,"기타(평직물로서 1제곱미터당 중량이 250그램 미만이며, 구성하는 단사가 136텍스 이하의 필라멘트인 것으로 한정한다)","Other (plain weave, weighing less than 250 g/㎡, of filaments measuring per single yarn not more than 136 tex)",1C007.c.1.
7019699000,기타,Other,1C007.c.1.
7019710000,베일(얇은 시트),Veils (thin sheets),1C007.c.1.
7019730000,그 밖의 성긴 직물,Other open fabrics,1C007.c.1.
7019801000,글라스 울(glass wool),Glass wool,1C007.c.1.
7019659000,기타,Other,1C007.c.1.
7019140000,기계적으로 접착한 매트,Mechanically bonded mats,1C007.c.1.
7019693090,기타,Other,1C007.c.1.
7019900000,기타,Other,1C007.c.1.
7019699000,기타,Other,1C007.c.1.
7019659000,기타,Other,1C007.c.1.
7019641000,폭이 30센티미터 이하인 것,Of a width not exceeding 30 ㎝,1C007.c.1.
7019632000,"폭이 30센티미터 초과인 것(평직물로서 1제곱미터당 중량이 250그램 미만이며, 구성하는 단사가 136텍스 이하의 필라멘트인 것으로 한정한다)","Of a width exceeding 30 ㎝, plain weave, weighing less than 250 g/㎡, of filaments measuring per single yarn not more than 136 tex",1C007.c.1.
7019150000,화학적으로 접착한 매트,Chemically bonded mats,1C007.c.1.
7019730000,그 밖의 성긴 직물,Other open fabrics,1C007.c.1.
7019651000,로빙으로 짠 것,Of rovings,1C007.c.1.
7019801000,글라스 울(glass wool),Glass wool,1C007.c.1.
7019661000,로빙으로 짠 것,Of rovings,1C007.c.1.
7019809000,기타,Other,1C007.c.1.
7019610000,촘촘하게 직조한 직물[로빙(roving)의 것],Closed woven fabrics of rovings,1C007.c.1.
7019669000,기타,Other,1C007.c.1.
7019649000,기타,Other,1C007.c.1.
7019639000,기타,Other,1C007.c.1.
7019140000,기계적으로 접착한 매트,Mechanically bonded mats,1C007.c.1.
7019150000,화학적으로 접착한 매트,Chemically bonded mats,1C007.c.1.
7019631000,폭이 30센티미터 이하인 것,Of a width not exceeding 30 ㎝,1C007.c.1.
3208909019,기타,Other,1C007.e.
3911909000,기타,Other,1C007.e.2.
3911909000,기타,Other,1C007.e.2.
3907210000,비스(폴리옥시에틸렌) 메틸포스포네이트,Bis(polyoxyethylene) methylphosphonate,1C008.
3907293000,폴리페닐렌 옥사이드,Poly phenylene oxide,1C008.
3911103000,폴리테르펜,Polyterpenes,1C008.
3911102000,쿠마론ㆍ인덴이나 쿠마론-인덴수지,"Coumarone, indene or coumarone-indene resins",1C008.
3911909000,기타,Other,1C008.
3907299000,기타,Other,1C008.
3911101000,석유수지,Petroleum resins,1C008.
3911200000,"폴리(1,3-페닐렌 메틸포스포네이트)","Poly(1,3-phenylene methylphosphonate)",1C008.
2925199090,기타,Other,1C008.a.
3920999010,폴리이미드 필름(리드프레임의 기능을 하는 인쇄회로기판 제조용으로 한정한다),"Polyimides film, for manufacturing Printed Circuit Board with the function of lead frame",1C008.a.
2925199090,기타,Other,1C008.a.
8421999039,기타,Other,1C008.a.
3911200000,"폴리(1,3-페닐렌 메틸포스포네이트)","Poly(1,3-phenylene methylphosphonate)",1C008.a.
8534002000,테이프형이나 리드프레임(lead frame) 기능을 하는 회로가 형성된 것,Of tape type or obtained by forming with circuits which function as lead frames,1C008.a.
3911909000,기타,Other,1C008.a.
3911909000,기타,Other,1C008.a.1.
3911200000,"폴리(1,3-페닐렌 메틸포스포네이트)","Poly(1,3-phenylene methylphosphonate)",1C008.a.1.
3920999090,기타,Other,1C008.a.2.
3920999020,불화폴리이미드로 만든 것,Of fluorine polyimide,1C008.a.2.
3911909000,기타,Other,1C008.a.2.
3911200000,"폴리(1,3-페닐렌 메틸포스포네이트)","Poly(1,3-phenylene methylphosphonate)",1C008.a.2.
3911200000,"폴리(1,3-페닐렌 메틸포스포네이트)","Poly(1,3-phenylene methylphosphonate)",1C008.a.3.
3920999010,폴리이미드 필름(리드프레임의 기능을 하는 인쇄회로기판 제조용으로 한정한다),"Polyimides film, for manufacturing Printed Circuit Board with the function of lead frame",1C008.a.3.
3208901020,바니시(varnish)[래커(lacquer)를 포함한다],Varnishes (including lacquers),1C008.a.3.
3911909000,기타,Other,1C008.a.3.
3920999090,기타,Other,1C008.a.3.
3907210000,비스(폴리옥시에틸렌) 메틸포스포네이트,Bis(polyoxyethylene) methylphosphonate,1C008.a.3.
3920999020,불화폴리이미드로 만든 것,Of fluorine polyimide,1C008.a.3.
8547200000,플라스틱으로 만든 절연용 물품,Insulating fittings of plastics,1C008.a.3.
3907299000,기타,Other,1C008.a.3.
3920999020,불화폴리이미드로 만든 것,Of fluorine polyimide,1C008.a.3.
3911909000,기타,Other,1C008.a.4.
3911200000,"폴리(1,3-페닐렌 메틸포스포네이트)","Poly(1,3-phenylene methylphosphonate)",1C008.a.4.
3911902000,폴리술폰,Polysulphones,1C008.d.
2914190000,기타,Other,1C008.d.
3911901000,폴리술파이드,Polysulphides,1C008.d.
3911902000,폴리술폰,Polysulphones,1C008.e.
2813900000,기타,Other,1C008.e.
3911901000,폴리술파이드,Polysulphides,1C008.e.
3911902000,폴리술폰,Polysulphones,1C008.f.
3911901000,폴리술파이드,Polysulphides,1C008.f.
3904699000,기타,Other,1C009.
3911909000,기타,Other,1C009.
3906909000,기타,Other,1C009.
3911200000,"폴리(1,3-페닐렌 메틸포스포네이트)","Poly(1,3-phenylene methylphosphonate)",1C009.
3904691000,폴리비닐리덴 플루오라이드[이차전지 제조용으로 한정한다],Polyvinylidene fluoride for manufacturing secondary batteries,1C009.
3905910000,공중합체(共重合體),Copolymers,1C009.
3902900000,기타,Other,1C009.
3905990000,기타,Other,1C009.
3920999020,불화폴리이미드로 만든 것,Of fluorine polyimide,1C009.b.
3920999090,기타,Other,1C009.b.
3920999010,폴리이미드 필름(리드프레임의 기능을 하는 인쇄회로기판 제조용으로 한정한다),"Polyimides film, for manufacturing Printed Circuit Board with the function of lead frame",1C009.b.
7019632000,"폭이 30센티미터 초과인 것(평직물로서 1제곱미터당 중량이 250그램 미만이며, 구성하는 단사가 136텍스 이하의 필라멘트인 것으로 한정한다)","Of a width exceeding 30 ㎝, plain weave, weighing less than 250 g/㎡, of filaments measuring per single yarn not more than 136 tex",1C010.
5403100000,강력사[비스코스레이온(viscose rayon)의 것으로 한정한다],High tenacity yarn of viscose rayon,1C010.
5401102000,폴리에스테르의 것,Of polyesters,1C010.
5902200000,폴리에스테르로 만든 것,Of polyesters,1C010.
5503900000,기타,Other,1C010.
5516910000,표백하지 않은 것이나 표백한 것,Unbleached or bleached,1C010.
6914909000,기타,Other,1C010.
5516320000,염색한 것,Dyed,1C010.
5403100000,강력사[비스코스레이온(viscose rayon)의 것으로 한정한다],High tenacity yarn of viscose rayon,1C010.
7019662000,"기타(평직물로서 1제곱미터당 중량이 250그램 미만이며, 구성하는 단사가 136텍스 이하의 필라멘트인 것으로 한정한다)","Other (plain weave, weighing less than 250 g/㎡, of filaments measuring per single yarn not more than 136 tex)",1C010.
5506900000,기타,Other,1C010.
6201901000,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1C010.
6202309000,기타,Other,1C010.
7019620000,그 밖의 촘촘한 직물[로빙(roving)의 것],Other closed fabrics of rovings,1C010.
5511300000,재생ㆍ반(半)합성 스테이플섬유의 것,Of artificial staple fibres,1C010.
5516910000,표백하지 않은 것이나 표백한 것,Unbleached or bleached,1C010.
5503209000,기타,Other,1C010.
7616999020,알루미늄 노브(knob),Aluminium knob,1C010.
5607500000,그 밖의 합성섬유로 만든 것,Of other synthetic fibres,1C010.
5402200000,"강력사[폴리에스테르의 것으로 한정하며, 텍스처화한(textured) 것인지에 상관없다]","High tenacity yarn of polyesters, whether or not textured",1C010.
5515990000,기타,Other,1C010.
5604902000,강력사(폴리에스테르ㆍ나일론이나 그 밖의 폴리아미드ㆍ비스코스레이온의 것으로서 침투ㆍ도포한 것),"High tenacity yarn of polyesters, of nylon or other polyamides or of viscose rayon, impregnated or coated",1C010.
5407101000,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,1C010.
7019639000,기타,Other,1C010.
3921901000,에틸렌의 중합체로 만든 것,Of polymers of ethylene,1C010.
7019730000,그 밖의 성긴 직물,Other open fabrics,1C010.
5509129000,기타,Other,1C010.
5402110000,아라미드의 것,Of aramids,1C010.
7019662000,"기타(평직물로서 1제곱미터당 중량이 250그램 미만이며, 구성하는 단사가 136텍스 이하의 필라멘트인 것으로 한정한다)","Other (plain weave, weighing less than 250 g/㎡, of filaments measuring per single yarn not more than 136 tex)",1C010.
7019900000,기타,Other,1C010.
3921901000,에틸렌의 중합체로 만든 것,Of polymers of ethylene,1C010.
6202309000,기타,Other,1C010.
6210201010,제5903호의 직물로 만든 것,Of fabrics of heading 59.03,1C010.
3920999010,폴리이미드 필름(리드프레임의 기능을 하는 인쇄회로기판 제조용으로 한정한다),"Polyimides film, for manufacturing Printed Circuit Board with the function of lead frame",1C010.
6806109000,기타,Other,1C010.
7019699000,기타,Other,1C010.
7616999010,알루미늄 파우치(pouch),Aluminium pouch,1C010.
5602210000,양모나 동물의 부드러운 털로 만든 것,Of wool or fine animal hair,1C010.
6201409090,기타,Other,1C010.
6914909000,기타,Other,1C010.
5515210000,주로 인조필라멘트와 혼방한 것,Mixed mainly or solely with man-made filaments,1C010.
5513190000,그 밖의 직물,Other woven fabrics,1C010.
6806109000,기타,Other,1C010.
3921191090,기타,Other,1C010.
6806101000,슬래그 울(slag wool),Slag wool,1C010.
6201901000,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1C010.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1C010.
5513490000,그 밖의 직물,Other woven fabrics,1C010.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1C010.
6201401090,기타,Other,1C010.
6806109000,기타,Other,1C010.
5507000000,재생ㆍ반(半)합성 스테이플섬유[카드(card)ㆍ코움(comb)이나 그 밖의 방적준비 처리를 한 것으로 한정한다],"Artificial staple fibres, carded, combed or otherwise processed for spinning.",1C010.
7306402000,바깥지름이 114.3밀리미터 이하인 것,Not more than 114.3 ㎜ in external diameter,1C010.
7019693010,폭이 30센티미터 이하인 것,Of a width not exceeding 30 ㎝,1C010.
5512210000,표백하지 않은 것이나 표백한 것,Unbleached or bleached,1C010.
6914909000,기타,Other,1C010.
5516130000,서로 다른 색실로 된 것,Of yarns of different colours,1C010.
7019661000,로빙으로 짠 것,Of rovings,1C010.
7107003000,선,Wire,1C010.
7106929000,기타,Other,1C010.
5509920000,주로 면과 혼방한 것,Mixed mainly or solely with cotton,1C010.
5514490000,그 밖의 직물,Other woven fabrics,1C010.
5402199000,기타,Other,1C010.
5503301000,아크릴의 것,Acrylic,1C010.
7306402000,바깥지름이 114.3밀리미터 이하인 것,Not more than 114.3 ㎜ in external diameter,1C010.
7019900000,기타,Other,1C010.
7019642000,"폭이 30센티미터 초과인 것(평직물로서 1제곱미터당 중량이 250그램 미만이며, 구성하는 단사가 136텍스 이하의 필라멘트인 것으로 한정한다)","Of a width exceeding 30 ㎝, plain weave, weighing less than 250 g/㎡, of filaments measuring per single yarn not more than 136 tex",1C010.
7019190000,기타,Other,1C010.
7019130000,그 밖의 실[슬리버(sliver)로 한정한다],"Other yarn, slivers",1C010.
5402199000,기타,Other,1C010.
5503201000,이형단면(異型斷面)인 것,Of special section face,1C010.
5503301000,아크릴의 것,Acrylic,1C010.
6210209010,제5903호의 직물로 만든 것,Of fabrics of heading 59.03,1C010.
6202409010,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1C010.
7107003000,선,Wire,1C010.
5402110000,아라미드의 것,Of aramids,1C010.
5516340000,날염한 것,Printed,1C010.
5516340000,날염한 것,Printed,1C010.
7019710000,베일(얇은 시트),Veils (thin sheets),1C010.
5515290000,기타,Other,1C010.
5516330000,서로 다른 색실로 된 것,Of yarns of different colours,1C010.
5513190000,그 밖의 직물,Other woven fabrics,1C010.
5401102000,폴리에스테르의 것,Of polyesters,1C010.
7616999010,알루미늄 파우치(pouch),Aluminium pouch,1C010.
3921901000,에틸렌의 중합체로 만든 것,Of polymers of ethylene,1C010.
5513490000,그 밖의 직물,Other woven fabrics,1C010.
7019661000,로빙으로 짠 것,Of rovings,1C010.
5516910000,표백하지 않은 것이나 표백한 것,Unbleached or bleached,1C010.
5402110000,아라미드의 것,Of aramids,1C010.
5515990000,기타,Other,1C010.
6202401010,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1C010.
5402199000,기타,Other,1C010.
5516310000,표백하지 않은 것이나 표백한 것,Unbleached or bleached,1C010.
7019659000,기타,Other,1C010.
5516930000,서로 다른 색실로 된 것,Of yarns or different colours,1C010.
7306909000,기타,Other,1C010.
7019661000,로빙으로 짠 것,Of rovings,1C010.
5516930000,서로 다른 색실로 된 것,Of yarns or different colours,1C010.
6914909000,기타,Other,1C010.
6210309010,제5903호의 직물로 만든 것,Of fabrics of heading 59.03,1C010.
6202401010,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1C010.
6201401010,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1C010.
7106923000,선,Wire,1C010.
8101100000,가루,Powders,1C010.
5902100000,나일론이나 그 밖의 폴리아미드로 만든 것,Of nylon or other polyamides,1C010.
7019130000,그 밖의 실[슬리버(sliver)로 한정한다],"Other yarn, slivers",1C010.
3911200000,"폴리(1,3-페닐렌 메틸포스포네이트)","Poly(1,3-phenylene methylphosphonate)",1C010.
7019140000,기계적으로 접착한 매트,Mechanically bonded mats,1C010.
5512210000,표백하지 않은 것이나 표백한 것,Unbleached or bleached,1C010.
6202301000,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1C010.
5902100000,나일론이나 그 밖의 폴리아미드로 만든 것,Of nylon or other polyamides,1C010.
5508200000,재생ㆍ반(半)합성 스테이플섬유의 것,Of artificial staple fibres,1C010.
5401101000,나일론이나 기타 폴리아미드의 것,Of nylon or other polyamides,1C010.
5516320000,염색한 것,Dyed,1C010.
6202201000,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1C010.
6201409090,기타,Other,1C010.
7019692000,웹(web)ㆍ매트리스(mattress)ㆍ보드와 이와 유사한 부직포,"Webs, mattresses, boards and similar nonwoven products",1C010.
7019692000,웹(web)ㆍ매트리스(mattress)ㆍ보드와 이와 유사한 부직포,"Webs, mattresses, boards and similar nonwoven products",1C010.
6201909000,기타,Other,1C010.
5401109000,기타,Other,1C010.
6806101000,슬래그 울(slag wool),Slag wool,1C010.
7019661000,로빙으로 짠 것,Of rovings,1C010.
5507000000,재생ㆍ반(半)합성 스테이플섬유[카드(card)ㆍ코움(comb)이나 그 밖의 방적준비 처리를 한 것으로 한정한다],"Artificial staple fibres, carded, combed or otherwise processed for spinning.",1C010.
5516320000,염색한 것,Dyed,1C010.
5506100000,나일론이나 그 밖의 폴리아미드의 것,Of nylon or other polyamides,1C010.
5516440000,날염한 것,Printed,1C010.
5902200000,폴리에스테르로 만든 것,Of polyesters,1C010.
7616999010,알루미늄 파우치(pouch),Aluminium pouch,1C010.
5515910000,주로 인조필라멘트와 혼방한 것,Mixed mainly or solely with man-made filaments,1C010.
5513490000,그 밖의 직물,Other woven fabrics,1C010.
6201401090,기타,Other,1C010.
3911902000,폴리술폰,Polysulphones,1C010.
5516230000,서로 다른 색실로 된 것,Of yarns of different colours,1C010.
6210201010,제5903호의 직물로 만든 것,Of fabrics of heading 59.03,1C010.
5513290000,그 밖의 직물,Other woven fabrics,1C010.
5509920000,주로 면과 혼방한 것,Mixed mainly or solely with cotton,1C010.
5503190000,기타,Other,1C010.
5515290000,기타,Other,1C010.
7019140000,기계적으로 접착한 매트,Mechanically bonded mats,1C010.
6202909000,기타,Other,1C010.
5401102000,폴리에스테르의 것,Of polyesters,1C010.
6201409010,오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles",1C010.
5503110000,아라미드(aramid)의 것,Of aramids,1C010.a.
3920690000,그 밖의 폴리에스테르로 만든 것,Of other polyesters,1C010.a.
5501190000,기타,Other,1C010.a.
5501110000,아라미드의 것,Of aramids,1C010.a.
3920999020,불화폴리이미드로 만든 것,Of fluorine polyimide,1C010.a.
3920999090,기타,Other,1C010.a.
3920999020,불화폴리이미드로 만든 것,Of fluorine polyimide,1C010.a.
6815120000,탄소섬유 직물,Fabrics of carbon fibres,1C010.b.
6815110000,탄소섬유,Carbon fibres,1C010.b.
5501190000,기타,Other,1C010.b.
6815131000,프리프레그,Prepregs,1C010.b.
3920999090,기타,Other,1C010.b.
5503110000,아라미드(aramid)의 것,Of aramids,1C010.b.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1C010.b.
3916909000,기타,Other,1C010.b.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1C010.b.
6815139000,기타,Other,1C010.b.
6815120000,탄소섬유 직물,Fabrics of carbon fibres,1C010.b.
3920999020,불화폴리이미드로 만든 것,Of fluorine polyimide,1C010.b.
3920690000,그 밖의 폴리에스테르로 만든 것,Of other polyesters,1C010.c.
3920999090,기타,Other,1C010.c.
2849200000,탄화규소,Of silicon,1C010.c.
5501110000,아라미드의 것,Of aramids,1C010.c.
3920999020,불화폴리이미드로 만든 것,Of fluorine polyimide,1C010.c.
3916909000,기타,Other,1C010.c.
3920999020,불화폴리이미드로 만든 것,Of fluorine polyimide,1C010.c.
5503110000,아라미드(aramid)의 것,Of aramids,1C010.c.
3920999020,불화폴리이미드로 만든 것,Of fluorine polyimide,1C010.d.
3916909000,기타,Other,1C010.d.
3920999090,기타,Other,1C010.d.
3920690000,그 밖의 폴리에스테르로 만든 것,Of other polyesters,1C010.d.
5501190000,기타,Other,1C010.d.1.a.
5503110000,아라미드(aramid)의 것,Of aramids,1C010.d.1.a.
5501110000,아라미드의 것,Of aramids,1C010.d.1.a.
5501110000,아라미드의 것,Of aramids,1C010.d.1.b.
5501110000,아라미드의 것,Of aramids,1C010.d.1.b.
5501190000,기타,Other,1C010.d.1.b.
5503110000,아라미드(aramid)의 것,Of aramids,1C010.d.2.
5501190000,기타,Other,1C010.d.2.
5501110000,아라미드의 것,Of aramids,1C010.d.2.
5503110000,아라미드(aramid)의 것,Of aramids,1C010.e.
3916909000,기타,Other,1C010.e.
6815139000,기타,Other,1C010.e.
3920999090,기타,Other,1C010.e.
5501190000,기타,Other,1C010.e.
3919900000,기타,Other,1C010.e.
5501110000,아라미드의 것,Of aramids,1C010.e.
6815120000,탄소섬유 직물,Fabrics of carbon fibres,1C010.e.
3920999090,기타,Other,1C010.e.
6815131000,프리프레그,Prepregs,1C010.e.
3921909090,기타,Other,1C010.e.
6815110000,탄소섬유,Carbon fibres,1C010.e.
3920690000,그 밖의 폴리에스테르로 만든 것,Of other polyesters,1C010.e.
7114200000,귀금속을 입힌 비금속(卑金屬)으로 만든 것,Of base metal clad with precious metal,1C011.
7104991000,인조수정(공업용으로 한정한다),"Artificial crystal, industrial",1C011.
7104919000,기타,Other,1C011.
7114200000,귀금속을 입힌 비금속(卑金屬)으로 만든 것,Of base metal clad with precious metal,1C011.
7602009000,기타,Other,1C011.
7104991000,인조수정(공업용으로 한정한다),"Artificial crystal, industrial",1C011.
7104999090,기타,Other,1C011.
7104911000,공업용,Industrial,1C011.
8109210000,하프늄 함유량이 중량비로 지르코늄 함유량의 500분의 1 미만인 것,Containing less than 1 part hafnium to 500 parts zirconium by weight,1C011.a.
8109911090,기타,Other,1C011.a.
8109911010,관,Tubes and pipes,1C011.a.
8109999000,기타,Other,1C011.a.
8109210000,하프늄 함유량이 중량비로 지르코늄 함유량의 500분의 1 미만인 것,Containing less than 1 part hafnium to 500 parts zirconium by weight,1C011.a.
8109290000,기타,Other,1C011.a.
8109390000,기타,Other,1C011.a.
8109991020,판ㆍ시트(sheet)ㆍ스트립,"Plates, sheets and strips",1C011.a.
8109999000,기타,Other,1C011.a.
8109911030,봉,Bars,1C011.a.
8109911010,관,Tubes and pipes,1C011.a.
8109911020,판ㆍ시트(sheet)ㆍ스트립,"Plates, sheets and strips",1C011.a.
8109919000,기타,Other,1C011.a.
8109310000,하프늄 함유량이 중량비로 지르코늄 함유량의 500분의 1 미만인 것,Containing less than 1 part hafnium to 500 parts zirconium by weight,1C011.a.
8109991030,봉,Bars,1C011.a.
8109999000,기타,Other,1C011.a.
3824993990,기타,Other,1C011.b.
8104302000,가루,Powders,1C011.b.
8112120000,"괴(塊), 가루",Unwrought; powders,1C011.b.
2849909090,기타,Other,1C011.b.
2849901000,복탄화물,Complex carbides,1C011.b.
2804501000,붕소,Boron,1C011.b.
2925299090,기타,Other,1C011.c.
2925210000,클로르디메포름(ISO),Chlordimeform (ISO),1C011.c.
2925299010,농약원제(農藥原劑)(｢농약관리법｣에 따라 등록된 것으로 한정한다),Material for manufacturing agricultural chemicals (registered material under the Agricultural Chemicals Management Act),1C011.c.
2812909000,기타,Other,1C011.e.
2844209000,기타,Other,1C012.a.
2844202000,분산물(分散物)(우라늄 235를 농축한 우라늄ㆍ플루토늄이나 이들의 화합물을 함유한 것으로 한정한다),"Dispersions (containing uranium enriched in U235, plutonium or compounds of these products)",1C012.a.
8517621020,무선통신용,For radio-telecommunication,1C101.
8526919090,기타,Other,1C101.
8517610000,기지국,Base stations,1C101.
8526913090,기타,Other,1C101.
8529906029,기타,Other,1C101.
8529903010,송신기기 또는 수신기기의 것,Of transmission or receiving apparatus,1C101.
8526912090,기타,Other,1C101.
8526919090,기타,Other,1C101.
3920999010,폴리이미드 필름(리드프레임의 기능을 하는 인쇄회로기판 제조용으로 한정한다),"Polyimides film, for manufacturing Printed Circuit Board with the function of lead frame",1C101.
8525509000,기타,Other,1C101.
3902900000,기타,Other,1C101.
8526919010,항공기용,For aircrafts,1C101.
8517629030,그 밖의 무선통신용,"Other, for radio-telecommunication",1C101.
8526914000,로란 리시버,Loran receivers,1C101.
3920999090,기타,Other,1C101.
8517621020,무선통신용,For radio-telecommunication,1C101.
9620000000,일각대ㆍ양각대ㆍ삼각대와 이와 유사한 물품,"Monopods, bipods, tripods and similar articles.",1C101.
3920999090,기타,Other,1C101.
3902900000,기타,Other,1C101.
